"ID","DICE mean","DICE (pe) mean","DICE (nf) mean","DICE std","DICE (pe) std","DICE (nf) std"
10646,0.9393234968185424,0.924315083026886,0.977483892440796,0.0191792803176655,0.0266839755453925,0.0009239528448351
10751,0.9364898324012756,0.9201737999916076,0.978058397769928,0.0233391364899618,0.0323350085013394,0.0019507036228726
10916,0.9314658403396606,0.9143374562263488,0.9761903285980223,0.0261098002419313,0.0364542199714293,0.0010887903666887
10656,0.9275850892066956,0.9107733488082884,0.9736458539962768,0.0222961334581155,0.0317594196016032,0.0013751538602174
10729,0.9226709961891174,0.903620994091034,0.971756875514984,0.0272555707905939,0.037894994201627,0.0025170907509808
10938,0.9089899301528932,0.886107337474823,0.9670566558837892,0.0294476453799271,0.0414732517298199,0.0028362912073241
10828,0.8705256819725037,0.8476227998733521,0.9358694314956664,0.0434168898405338,0.0562762391957958,0.0127820528437331
