"ID","Epochs","Supervised","All Views","Disease Counterfactuals","Scanner Counterfactuals","Rotation","Crop","Effects","DICE","DICE (pe)","DICE (nf)","Output Directory (pretraining)","Output Directory (transfer)","WandB URL (pretraining)","WandB URL (transfer)"
10664,20.0,False,False,True,True,True,True,False,0.9218629956245422,0.9026330590248108,0.9711286425590516,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-14_17-03-42","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-14_17-03-42","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/a529fm37","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/h8zogu68"
10770,20.0,False,False,False,False,True,False,True,0.9201780915260316,0.902052402496338,0.966507649421692,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.crop/2025-08-17_14-57-33","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.crop/2025-08-17_14-57-33","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/bl9a18pt","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/af3zntt2"
10878,20.0,True,False,False,False,False,False,False,0.9214498281478882,0.9018075585365296,0.9722880005836488,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/supervised_nocf_dense_two_none_random/2025-08-19_18-13-08","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/supervised_nocf_dense_two_none_random/2025-08-19_18-13-08","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/zjupzqku","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/s9xkrt3f"
10790,20.0,False,True,False,False,False,True,True,0.9198065400123596,0.901567542552948,0.967591404914856,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.rotate/2025-08-17_14-59-36","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.rotate/2025-08-17_14-59-36","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/eazwccpv","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/rw7vlj3i"
10749,20.0,False,False,True,True,False,True,False,0.9206298947334288,0.901563847064972,0.9690955996513366,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-15_23-31-12","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-15_23-31-12","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/23rsfn2c","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/d9h3jlc4"
10737,20.0,False,True,True,True,True,True,False,0.9194934487342834,0.901016628742218,0.9685741901397704,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-15_23-28-38","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-15_23-28-38","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/rj4cd39a","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/akceczig"
10890,20.0,False,False,False,False,True,True,False,0.920252013206482,0.9009117960929872,0.9705603241920472,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-17_14-57-33","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-19_18-50-19","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/dha6ie44","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/o5axb1ix"
10784,20.0,False,True,True,True,False,True,False,0.92038232088089,0.9007863759994508,0.9703139424324037,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_none_random_abl_data.train.augmentation.crop/2025-08-17_14-58-30","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_none_random_abl_data.train.augmentation.crop/2025-08-17_14-58-30","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/i3ds7opx","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/f9wjnztw"
10733,20.0,False,True,True,True,False,True,True,0.9192756414413452,0.900408673286438,0.9701523900032044,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.rotate/2025-08-15_23-28-38","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.rotate/2025-08-15_23-28-38","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/77rbcq0f","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/4obzyw38"
10747,20.0,False,False,True,True,True,False,False,0.918672263622284,0.8997462749481201,0.9670750498771667,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_none_random_abl_data.train.augmentation.rotate/2025-08-15_23-31-12","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_none_random_abl_data.train.augmentation.rotate/2025-08-15_23-31-12","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/hkqe593v","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/o1q4vtju"
10710,20.0,True,True,False,False,False,False,False,0.9196130752563476,0.8996925115585327,0.9715159177780152,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/supervised_nocf_dense_all_none_random/2025-08-15_10-35-26","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/supervised_nocf_dense_all_none_random/2025-08-15_10-35-26","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/k5nik85d","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/g8yiggll"
10869,20.0,False,True,False,False,False,True,False,0.9185103178024292,0.8994375109672547,0.9676084399223328,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_none_random_abl_data.train.augmentation.crop/2025-08-18_20-33-02","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_none_random_abl_data.train.augmentation.crop/2025-08-19_18-09-14","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/nzqu3wrn","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/9a75fvsw"
10786,20.0,False,True,False,False,True,True,True,0.917940068244934,0.8984110355377197,0.9676625609397888,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_noflip_random/2025-08-17_14-59-36","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_noflip_random/2025-08-17_14-59-36","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ygu9vt3w","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/me3pdeam"
10889,20.0,False,True,False,False,True,True,False,0.9158966660499572,0.8978606104850769,0.964366102218628,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-17_14-59-37","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.jitter_data.train.augmentation.gaussian_blur_data.train.augmentation.solarize/2025-08-19_18-48-50","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/bilub8xk","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ru03jtip"
10658,20.0,False,False,True,True,False,False,True,0.914041531085968,0.8944280862808227,0.9635549545288086,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-14_17-03-42","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-14_17-03-42","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/zydx6qss","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/8gzcorr8"
10731,20.0,False,True,True,True,False,False,True,0.9132702827453614,0.8937729477882386,0.9628475308418274,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-15_23-28-38","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-15_23-28-38","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/dx1wz0xo","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ozbe57u2"
10662,20.0,False,False,True,True,True,False,True,0.9129502177238464,0.8922747731208801,0.9656521916389466,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.crop/2025-08-14_17-03-42","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_noflip_random_abl_data.train.augmentation.crop/2025-08-14_17-03-42","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/o83wa9jc","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/59hn4g5x"
10792,20.0,False,True,False,False,True,False,True,0.9103004693984984,0.8893029093742371,0.9668156147003174,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.crop/2025-08-17_14-59-37","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.crop/2025-08-17_14-59-37","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/jjjqz0zq","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/volih7cv"
10782,20.0,False,True,True,True,True,False,False,0.9089392781257628,0.8890252113342285,0.961962914466858,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_none_random_abl_data.train.augmentation.rotate/2025-08-17_14-58-30","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_none_random_abl_data.train.augmentation.rotate/2025-08-17_14-58-30","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/zwh8ixjo","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/wr0z1zmb"
10938,20.0,False,False,True,False,True,False,True,0.9089899301528932,0.886107337474823,0.9670566558837892,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/simclr/2025-08-22_11-57-36","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/simclr/2025-08-22_11-57-36","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/hbblnxk1","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ajr3zfks"
10735,20.0,False,True,True,True,True,False,True,0.9080218553543092,0.8853913187980652,0.9660398721694946,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.crop/2025-08-15_23-28-38","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_noflip_random_abl_data.train.augmentation.crop/2025-08-15_23-28-38","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/pbk9smpi","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/jvq0el72"
10778,20.0,False,False,False,False,False,True,False,0.9061692714691162,0.8849495768547058,0.9657378911972044,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-17_14-57-45","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-17_14-57-45","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/2ajrdx0l","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/zghnez3g"
10819,20.0,False,False,False,False,False,False,True,0.8980455756187439,0.8796912908554078,0.9468224048614502,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-18_11-33-49","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-18_11-33-49","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/lp9luu23","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/te0q35sd"
10891,20.0,False,True,False,False,False,False,True,0.8920780062675476,0.8708629727363586,0.9473291873931884,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-17_14-59-36","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_noflip_random_abl_data.train.augmentation.rotate_data.train.augmentation.crop/2025-08-19_18-53-14","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/mcbyw7z4","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/81yvem6q"
10745,20.0,False,False,True,True,False,False,False,0.8914101958274842,0.8702106356620789,0.945868980884552,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_none_random/2025-08-15_23-31-11","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_none_random/2025-08-15_23-31-11","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/dupsgtdn","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ve4h2e74"
10780,20.0,False,True,True,True,False,False,False,0.8913772225379943,0.8701104164123535,0.9465854287147522,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_all_none_random/2025-08-17_14-58-30","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_all_none_random/2025-08-17_14-58-30","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/gvflk7ne","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/qebeds98"
10870,20.0,False,True,False,False,False,False,False,0.8733720302581787,0.8509480476379394,0.9379151821136474,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_none_random/2025-08-18_20-33-02","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_none_random/2025-08-19_18-09-29","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/q8kfs9ce","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/ce9fl74f"
10828,"","","","","","","","",0.8705256819725037,0.8476227998733521,0.9358694314956664,"","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/no_pretraining/2025-08-18_16-40-44","","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/7wsqpdyx"
11078,20.0,False,False,False,False,False,True,False,0.8708560943603516,0.8451475143432617,0.9370413661003112,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-26_17-27-42","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.crop/2025-08-26_17-27-42","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/1jor0kfo","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/66qqjrcd"
10868,20.0,False,True,False,False,True,False,False,0.8640316367149353,0.8390253186225891,0.9315691351890564,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_all_none_random_abl_data.train.augmentation.rotate/2025-08-18_20-33-02","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_all_none_random_abl_data.train.augmentation.rotate/2025-08-19_18-08-50","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/o70l364o","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/a3tgo6la"
10774,20.0,False,False,False,False,False,False,False,0.8579911828041077,0.8350667953491211,0.919603955745697,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_none_random/2025-08-17_14-57-45","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_none_random/2025-08-17_14-57-45","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/jfq8a8er","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/xayal6yy"
10776,20.0,False,False,False,False,True,False,False,0.8628340482711792,0.8346405029296875,0.9355624198913576,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.rotate/2025-08-17_14-57-45","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_nocf_dense_two_none_random_abl_data.train.augmentation.rotate/2025-08-17_14-57-45","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/vcgq9lun","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/m5j249gi"
10940,50.0,False,False,True,True,True,True,True,0.8527649402618408,0.8257773876190185,0.9210510849952698,"/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/pretraining/unsupervised_cf_dense_two_noflip_random/2025-08-22_12-06-59","/vol/biomedic3/bglocker/mscproj/mal224/DCCL/outputs/transfer/unsupervised_cf_dense_two_noflip_random/2025-08-22_12-06-59","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/8rxei96y","https://wandb.ai/lafarguem-imperial-college-london/msc_project/runs/9fu7ajys"
